DOC_ID,LABEL,REVIEW_TEXT
506,__label1__,"This does not work with T-Mobile 4G! I purchased this based on the item description, which says that it works with all major cell phone companies in the US, with some listed exceptions. T-Mobile is a major cell phone company, and its network is not one of the exceptions listed. I installed it in my attic, powered it up, then spent a LONG time trying to figure out why it had no effect at all on my phone's reception. Turns out T-Mobile 4G is on a different bandwidth, though you have no way of knowing that from the description of the product on Amazon's site. (T-Mobile's 2G does work with this product.) I purchased from ANTOnline (there are different sellers for this product, depending on when you happen to buy). ANTOnline refused to give me a return RMA until Amazon intervened, and even then they took out a 15% restocking fee, which was just theft. In the process of figuring out how this technology works I talked to T-Mobile, and they sent me a free booster that actually works with their 4G network. Having tried both (Wilson's on the 2G, TMobile's on 4G) I have to conclude that Wilson's technology is falling behind: T Mobile's product is wireless (between the antenna and unit) and it was easy to install. Wilson's requires a cable between the two, and took hours to install."
507,__label1__,It doesn't have a cross bar between the back wheels so I'm not constantly kicking it and the handle bar is tall enough that I don't have to slouch! I'll still use my stroller for our big walks and outings but the stroller is the best backup for travel!!!
508,__label1__,I used this book to take my daughters to trips throughout California. It helped me select the most interesting places. I didn't use the accomodation section as I didn't find it as helpful.
509,__label1__,"I really like my skin products to have vitamins for the nutrition of the dermal cells, and this one contains so many essential oils too. It really helps to remove impurities and clean the pores, and every part where I apply it, improves it appereance to look younger, and feel smooth, soft without oily residuals that other products left"
510,__label1__,This is one of the most bogus products to ever come out. I am not sure if the rand make a difference but this particular item does not work at all. Don't believe the Hype!
511,__label1__,I like this! I want to have one.. After reading its description I felt that I will truly love this one!
512,__label1__,"I have begun using many of the techniques discussed in this book to help deal with my anxiety and panic attacks. It has been a huge help! I have also begun doing some meditation, and am slowly working on replacing my Xanax with an OTC supplement. Between these three things, my life has improved 100%. Anyone out there looking for an OTC supplement for anxiety should give ZenRx a try.  Really helpful in conjunction with this book.[[ASIN:B00HBGBRY4 ZenRx - Dietary supplement reduces symptoms of anxiety, stress, depression, and panic attacks. Boost your mood, increase relaxation, and beat your anxiety with Kava kava, 5-htp, Theanine, Gaba, and more. Money Back Guarantee!]]"
513,__label1__,"I like that I can use this for any situation. It's nice to be able to express yourself sometimes without the greeting card company doing it for you. I also really like the jumbo option, it makes more of a gift than a card. Also, it's unusual and that's what I strive to be."
514,__label1__,I have  thick hair and needed a dryer that wouldn't take forever to dry my hair. but it does the job and doesn't make my hair too frizzy . it's just a little bit noisy
515,__label1__,"This is not the best one. It is advertised as 17&#34; cooling pad, but my 17&#34; laptop hangs off the edges a good inch on each side. The plastic feels cheap, this isn't something you would put on your lap. Also the fan is really weak, but  it is quiet."
516,__label1__,"I love this value pack because I am horrible about remembering to order more ink. This brand has a 2 year shelf life, which gives me plenty of time to use it up. The quality print is awesome as well."
517,__label1__,The comb arrived splintered in 2 places and its so cheap not worth returning. Stick with a kent comb.
518,__label1__,"Its an nice case with transparent body totally got fit on my new iphone 6, loving it thanks for the product"
519,__label1__,"After only two weeks of use, the plastic ""crystal"" is already showing several scratches and is becoming hazy in some parts. What's the use of a ten year battery if, after six months of use, you won't be able to view the time?"
520,__label1__,"there is nothing more to say except that it is a cheap working  plug adapter, I would only hope that this one would last longer than my previous one"
521,__label1__,The sticker is too small for people to even notice.  I shoulda just put it on my bedroom door. It would have made a better impact.
522,__label1__,Great comforter and it feels good on my skin. Not getting too hot or too cold with this. Feels great to finally have good bedding.
523,__label1__,it's good at what it does and the price is super cheap. I just wish it didn't take that long to get to me.
524,__label1__,"They seem to be more durable than regular toys and are always pretty educational. I know what you're thinking...it's a ball for a baby...how educational can it be? Well, to be honest I think it can be very educational."
525,__label1__,"These bath salts have a soft, flowery scent that lingers in the bathroom even after you're done using them. The ""resealable"" bad does NOT work - be sure to have another container available when you open it."
526,__label1__,I keep a small purse with me al the time because I like to carry a few bills and change when I go out for lunch or coffee. This is just perfect for me. It does its job. The zippers are pretty strong and the fabric is okay. I got mine in Navy. It fits my pocket and does not make it bulge.
20500,__label2__,"OK this is a super cute dress, and I have bought similar dresses at target and LOVED them, so i thought you cant beat 20 bucks. I anticipated the comming of the dress I would wear for my birthday party next month. It came not only promtly, but EARLY!! I opened the package and tried it on and looked like a sausage link in its plastic casing. Granted I AM plus size (2-3x)but i assumed, and that is my fault, that one size fits all meant... ALL... big mistake. The fabric is a bit itchy/scratchy as some other reviewers stated but not to the point that you would be scratching the whole time wearing it. You can choose to wear the halter strap or not. The print is beautiful, the length is nice about knee/calf depending on hieght. The tube is stretchy, just for regular sizes, not plus. Great buy for reg sizes, plus size go to target its not much different in price, and this should not be listed when you search for plus size dresses."
20501,__label2__,A wonderful Clark!!  Just what I expected.  Very comfortable and a nice looking shoe.  I could not be happier. I Love Clark Shoes!!!!!!
20502,__label2__,"I've only been using this a couple of months !!  Must say, price seems to be the only thing cheap !!! Shipped fast, was at my door in 3 days !! Very pleased"
20503,__label2__,After a while it looses friction and shape. Does what it is supposed to do and I have used it in extreme climates: Arizona summers and Canadian winters. Worked as advertised. It can slip and fall when making turns at elevated speeds
20504,__label2__,Im writing this review about amazon.com on this game I purchased because either Amazon.com or the Seller has issues. What is pictured is the BLACK labeled for sale and under sellers or Amazon.com have no idea about these things maybe. They also have the greatest hit. So this pretty much is lieing to US the consumer about the product we are trying or about to purchase. Everyone just watch out because if you want the BLACK label game and you may receive the GREATEST HITS version of the game.
20505,__label2__,Well I don't have much to go on because the front half of my case was broken when I received the package.
20506,__label2__,"I'm da u know wat.  Man, I feel like a baddie with this mudder cap on.  Feel so tuff and bad.  Just don't piss me off when I'm wearing this b."
20507,__label2__,"I ended up wasting my money, its not that the controller itself is bad I love the feel of it. The problem is that none of the controls worked even with a joystick emulator. Well designed, badly made."
20508,__label2__,"A really lovely and shapely suit, very well made too. I'm glad I read the reviews though. It tends to run much smaller. I wear size L and having read the reviews I thought it'd be safer to order XXL - I thought it'd be better if it's a little loose than too snug. BUT it fits just perfect. So beware of that. Other than that, highly recommend."
20509,__label2__,"This product is exactly as it is described. The only thing I thought would be different is the size of the gem. It looks bigger in the picture, but it's still better than a plain ball. I have not had any problems with it, so I would definitely purchase it again."
20510,__label2__,"I never expect the quality of this product. it is awesome. I am using at AT&T and it only shows 4g or 3g not 4g LTE, but still when I check the speed of data, it is between 5-10 mega bytes per second. it is fast! also, it manage memory well, too. it is really good product.I really recommend this product."
20511,__label2__,"This little TV packs a punch. It is light enough to carry without duress, but when you plug it in, you have a perfect picture, perfect for video games, TV shows, computer hook-up, whatever we like. The WIFI is wonderful and allows us to use the TV without cable or internet hook up. It is a simple TV to use, but a wonderful addition to our entertainment life!"
20512,__label2__,"Most slip-ons are a bit snug just so they stay on so that was expected.  But they are just as comfortable as my CROCs, that I am pretty sure that I am going to buy another pair after wearing them 24/7 for two days."
20513,__label2__,Huge hit! Gift from our kids to Daddy. He loved it and wears them often. Subtle humor to his wardrobe.
20514,__label2__,The socks do run a little large (I am usually a womans 8 or 9) but they are great! They are really cute and the color combinations are great. Would totally buy again.
20515,__label2__,"I'm upset with this company, I previously cracked my screen on my Galaxy S4 phone, so I decided to purchase a replacement screen to fix my phone. I indeed purchased a replacement kit for my phone, when the kit came to my home I opened the kit package to see everything was the in the box except the replacement screen. So to make a long story short to this day my screen is still cracked because I never received my replacement screen..... so inconvenient"
20516,__label2__,"I purchased this socks last week and am glad that I did.<br />These socks are so warm no need of winter shoes, these socks are keeping me warm with a regular running shoes."
20517,__label2__,"no matter how smart you are, you will succumb to the ultimate stimulus in life- sleeping with women. i mean love"
20518,__label2__,Love it! My iPad charges quickly with this charger. My daughter doesn't do too well in the car and having an iPad run out mid trip is a pain for everyone. Having this charger available has been great!
20519,__label2__,Sizes are smaller than stated much to tight especially the toes. Will not be ordering these socks again as I will stay with my reg ones .
20520,__label2__,"Very nice, no surprises.  Only folks who are on board will know what it means, which is a good thing."
20521,__label2__,"I bought this  as a way to get myself to exercise. I am thin and healthy but I HATE working out. This turned out to be much more difficult than I expected. I had hoped that there would be several components that would be easy for anyone and that I could work my way up to the more challenging parts. Well even the so-called warm up just about killed me. I fell like I am too old (61) for this and will never be able to keep up with the intense pace of Zumba. I guess I should have bought a Richard Simmons Sweatin to the Oldies DVD instead. LOL Buy this if you are already pretty fit to add to your arsenal of workouts. If you are old and out of shape, this is too hard for you."
20522,__label2__,"I was given a Culinary Arts Institute Cookbook when I married in 1966. Mom knew I was ignorant about kitchens and food. The encyclopedia taught me to set a casual table and a 7 course layout. It taught me what I could substitute for some ingredients and where they came from. I learned how to skin a whole chicken and cut it up for frying and where various cuts of meat come from on the animal. My hardback copy is now held together with packing tape. :-) I learned all I know about cooking and presentation from this book.<br /><br />I'm looking for a modern, hardback copy do I'll have ""my"" cookbook when by old one finally falls apart from use."
20523,__label2__,"I absolutely ADORE this skirt. I get so many compliments on it. I was worried that it was going to be too big and too short. It hits right at the knee, which is perfect because I don't like my skirts too short. I'm 5'5. I really like the elastic waist band. I ordered a Large and it fits perfectly. I did measure myself and then pick the correct size based on the size chart that is provided by the company (not the default amazon chart). I just ordered 2 others and can't wait to get them!"
20524,__label2__,"Excellent product for the money, easy setup, streams Netflix, Amazon Prime, etc, with tons of music choices."
20525,__label2__,"Nice sports bra, but fit is off. I wear a 34/36 C in bras. I had originally ordered 2 of these in Medium from another site. The band size was good, but the bra part squished my girls. I ordered the Large from Amazon and the chest is good, but the band is really loose. I'm going to keep them anyway. I'll run them through the dryer the first time. I accidentally did that with another sports bra and it shrunk a lot.."
20526,__label2__,It surprised me that when the resistance package arrived it didnt include the game as it said in the description
20527,__label2__,it charges two 4S iphones in my 1988 GMC pick up. i just need sturdy wire mesh iphone charging cables.
20528,__label2__,An absolutely EXCELLENT read for anyone interested in the Civil War. Books tend to put me to sleep. This one kept me reading to the end.
20529,__label2__,"First cable I've had that I feel can withstand normal daily abuse without breaking. Sadly, it can't withstand small children using them as chew toys or I'd never have to buy new ones."
20530,__label2__,The product arrived sooner than the time promised.<br />The product is in great shape and looks like what the picture and the description shows.<br />The packaging was nice.<br />I have used it for a long time now and it is still in very good shape.<br />I am happy with this product and recommend this seller and this product to others.
20531,__label2__,"These are good looking shoes in person.  Unfortunately, they run quite small.  I usually wear a 9 or 9.5, and should have ordered a 10 in this shoe."
20532,__label2__,"I plan on keeping a box of these on hand.  Everyone in my family loves them, they just seem to disappear.  A great bargain for the price.  I think they will make great stocking stuffers this holiday season."
20533,__label2__,"Although this is fiction, Elise Frances Miller writes a realistic and passionate ride through the Berkeley protests to the violent protests in France. I learned so much about that time in this book, because it is written from a unique perspective, very realistic compared to how we romanticize the 60's persona. I enjoyed living in France through Janet Magill and was intrigued by her growth, the dangerous adventures and the discoveries of a young woman coming of age. I will miss Janet and Aaron!"
20534,__label2__,"Did not deliver its performance, Id rather buy a payless slippers. I was not impressed and costly too."
20535,__label2__,"great projector was perfect for what I needed. (movies, video, gaming) good resolution and brightness for the price"
20536,__label2__,Don't waste your $$$. The slots for the rings tear and can't hold even the smallest rings. I'm in the process of returning.
20537,__label2__,it really fit nice and the color was bright too. i just love it. not regret for bought that great pant
20538,__label2__,"I purchased this product for the same reason as anyone else, I repeatedly misplace my keys and or wallet. I read the reviews and for the most part the FOFA seemed the way to go, so When I received the two finders I put one in my wallet and one on my key chain paired them by assigning a number. For the first few weeks everything was great until my wallet started beeping, I took the battery out reset it and everything was fine then it did it again and again on and off for about a week. One day I decided to see to check them to make sure they were still working properly, the good news is they could still find each other. the bad news was the range for one was only ten feet (also this finder was able to be covered and still found), the other finder could only transmit when it was six inches away and there could be nothing,  absolutely nothing in the way otherwise you could be pushing the designated button all day and never find your keys when they were a foot away tucked under a pillow. I have never taken the time to write an amazon review because I am usually satisfied with what I get but this FOFA has let me down. Maybe I was just one of the unlucky ones who received a defective product, but i'm not willing to fork over anymore money to find out."
20539,__label2__,"Bought this wig for a community theater play to wear for about 10 minutes onstage each day. Fantastic product! Looks just like the picture. Good price. The wig comes in a solid, hard box with netting; great for re-storage. It's thick enough and definitely does not have bald spots. The top curls are well secured with some kind of bobby pins. The side curls held up very well after two months of handling (taking it out, putting on, repackaging). It has elastic straps inside for size adjustment.<br /><br />Things of Note: I tried it first with just my hair pinned up. It was a little loose and the next strap adjustment notch was too tight on me. Next I tried it with a cheap wig cap which really made the wig slide around. The cap got a run after the first usage and got tossed anyway. What I found worked great for me was a pair of control top panty hose with the legs cut off and tied to make a wig cap. The ribbing texture on the hose gave the wig something to grip to and it stayed on securely and comfortably, even through some light activity (tilting head back and a slight skirmish with other characters onstage). Recommend also using a few bobby pins for extra security. The last thing any actress wants is to lose her hair onstage.<br />The bangs are a little long and do have a tendency to get in one's eyes. The plus side is they are very thick and don't look cheap. I suppose you could trim them, however I couldn't bear to cut such a beautiful wig."
20540,__label2__,"I bought two of these to cover the center threads of my Pandora bracelet. They are stamped .925 sterling silver as described and very pretty in person. They look just like Pandora's &#34;Crazy&#34; clips, but at a fraction of the price.<br /><br />Sadly, I ended up returning them because the holes are a bit too small. One clip kept popping off the bracelet, and after a few times refused to stay closed any longer. The other clip was just too tight around the thread and I was afraid that it would twist and break the bracelet, since the bead didn't rotate as the bracelet rolled along my arm.<br /><br />Even though they don't really fit as intended, they still would work as regular beads or an end lock on a Pandora (placed just before the end thread so that the other beads don't fall off) or any other brand 3mm bracelet."
20541,__label2__,Must have product for xbox one controller.  Like its predecessor high quality product and will save you money over the long run.
20542,__label2__,I bought this in November 2011 and it had very long load times that became longer and longer until several months later it would not load a disc at all. I would not recommend this player at all. Vizio's service works about as well as the player. Do your self a favor and pass on this and all Vizio products.
20543,__label2__,These were advertised as &#34;Aluminum&#34; Tunisian Crochet hooks or afghan hooks.  I received cheap plastic hooks.  I was not satisfied.
20544,__label2__,This product took forever to load and when you fast forward or rewind to a part you have to hit the pause button to get it to stop.  If you press the play button it go for another 5-25 seconds depending what speed you are fast forwarding.  It was a cheap in price but I see why now. The same thing happens when you turn on the this player you have to wait about 5 seconds before the screen will display and same thing when you turn it off.
20545,__label2__,"I saw this Mount Kit on a friend's phone and really liked the design... After searching for small mounting stuff for my iPhone, I decided to order it!<br /><br />I love it!!! It looks great, you can turn your phone without deattaching it, etc... also, my desk has some metal parts, where now I stick my phone while working."
20546,__label2__,Very nice added touch for topping boots.  They fit me very well.  I have muscular calves pretty good size...  I don't know the measurement.  And these are rare enough that you will stand apart.  lots of complements.
20547,__label2__,This case came in and it was perfect. I got it as a gift for my boyfriend and he absolutely loved it. 10/10 recommend
20548,__label2__,"Absolutely terrible phone, you have to change settings to prevent it from boot-looping (where it frustratingly just keeps shutting down on it's own). It crashes endlessly, it crashes if it gets hot, cold, turned upside down. Just don't buy it, it's not worth it EVEN FREE."
20549,__label2__,"I had this same product but the one that only played 1 dvd. It worked great but I returned to purchase this one so both my kids could watch a different movie. So far ive had no problems. It is difficult to get both screens to play the same movie, my 12 yr old daughter has yet to figure it out. The straps are kinda complicated when putting on the seat & it makes it hard to put in a dvd. It comes with everything you could need a bag, a remote for each screen, Car charger, home charger, 2earphones, rca cables to hook up to a tv. They work great and would recomend them to anyone. And you cant beat the price."
20550,__label2__,"I won't repeat the accolades from other reviewers, but I do want to point out that the Battle Mode, contrary to popular opinion, is an excellent feature and works great. It is not lazy by any means. Using real tracks is a subtle way to allow for exploration and more strategy. The U turn mechanic is amazing and hectic. Online battle plays well. Perfect game. Now bring on the DLC !!"
20551,__label2__,"I initially bought the 47LM7600 but I got the impression it is an open box item so I decided to send it back and get a refund while at the same breath go bigger and get the 55LM6700!!! When I got the TV I wasn't disappointed and the size was just about right, in a small to median size room I warmly recommend to get the 55"".<br />Picture - The picture quality is amazing but keep in mind you might need some tweaking to set it up by YOUR standards, it took me about 3 days of tweaks here and there until I got the image quality I like. the TRU MOTION feature is definitely unnecessary as you will get the infamous ""soap opera effect"" because of the high frame rate, I only use it for sport and live shows, the image quality is as GREAT without it. I'm not experiencing the flashlight issue as some mentioned here.<br />3D - 3D is with no doubt high end quality perfect picture as well, I also own a VIZIO 3D TV and have some issues with its 3D, like uneven 3D image and the right bottom corner always blurry, with the VIZIO you can see a clear 3D only if you sit in front of the TV at the same TV height. These issues don't apply to the LG, I can sit in all angles of the TV and still see a normal and even 3D image, and...you get 6 pairs of 3D glasses. the 2D->3D feature is 'cute' but not perfect and I probably won't use it but who cares that wasn't the reason I got the TV.<br />DLNA - The DLNA is awesome and one of the main reasons behind this purchase, it connects to media servers on your computer and plays anything I tried so far, whenever it recognizes a media server it adds it to the input list all you need to do is then go to you computer and allow this connection, you can download the LG share software.<br />Smart/Apps - Well this one is a big disappointment and I hope LG will add some more serious, useful and entertaining apps. I only use netflix but it would have been nice if they had a better selection. I didn't check other smart TVs besides VIZIO so maybe boring apps selection is common with smart TVs, I can say the VIZIO selection is not better.<br />Browser - the browser is very nice although when trying to watch online videos it will crash saying its out of memory.<br />Remote - I read some reviews here complaining about the remote, well...it's not as bad as ppl  indicated here and I didn't experience any issues operation it but keep in mind you can't fully operate the TV without the magic remote, the funny thing is I saw video reviews where the host tried to lay the remote on its back and complaining it always fall...WHATS THE PROBLEM LAYING IT ON ITS SIDE?!...other remotes you can't lay on its side, this one you can.<br /><br />Pros - Price, image quality, 3D, DLNA....for me it's basically almost everything but depends on preferences there are some cons as follow...<br />Cons - 2D->3D is not perfect in-fact useless, low end Apps, glossy screen(like a mirror in day time).<br />*** I really didn't like the packaging of this TV as well it really looks like an open box...I will write a packaging review with images.<br />  Also the shipping was by a private company because it was over 48"", It was a free 2 day scheduled delivery for Friday, they called me the day before and said they will ship it the next Thursday, I didn't agree and told them it suppose to be shipped tomorrow...they started to negotiate the delivery day until I got tired of it and told them I'll contact Amazon, they immediately changed and said they will deliver it at the scheduled time.<br /><br />If anyone would like me to share my picture setting let me know."
20552,__label2__,"There is no way to watch 4K yet, at some point I guess it will, but as of 5/26/15 there is no working software for 4K Netflix, amazon prime or directv rvu. Hard to believe it's a 4K set that doesn't 4k."
20553,__label2__,"I have been happy with this machine. It was easy to set up, and I have played and recorded using both Videos and DVD's. The dubbing both ways has been fine. The recording quality has been very good, and I find the machine easy to use.<br /><br />The reason I didn't give this product 5 stars is the following: A few of the controls can be tricky to figure out, such as ejecting a video, and setting the channel. Also, although there are 5 different recording speeds for DVD, there is not a 3 hour speed...there is a 2 hour, then the next is 4 hour. Many movies may be just over 2 hours, and going to 4 hour you lose more picture quality than you<br />would with a 3 hour speed. However, overall, my experience so far has been very good, and the price was right.<br /><br />I would recommend this machine."
20554,__label2__,"I tested vs another cable by a different manufacturer to make sure it was the cable and confirmed.  This cable produces visible ghosting.  You can see it most easily with vertical lines in high contrast color areas.  To the right of the line you'll see pink and green ghosting.<br /><br />It's not totally horrible, but it is somewhat distracting so I'm going to send it back for a replacement that doesn't have ghosting."
20555,__label2__,"Great, clean, versatile little wallet. Several bills with 3 cards as well as 2 motor vehicle insurance papers and this wallet is still incredibly comfortable. I have spent much more on wallets that ultimately left me disappointed. Love the look and feel of this one. There are no moving portions like on a bi-fold or tri-fold wallet which leads me to believe that this wallet/money clip will hold up well and last long but I haven't had it for any notable amount of time to speak for its durability. Time will tell. I like it and would certainly recommend for anyone looking to lose the butt bulge!"
20556,__label2__,"It's functional, classy, hip, pretty, easy to get to, ALL functional without removing, please keep making these exact same flip covers in different colors, how about whites and more beading and glitter. ..we ladies LOVE a statement. ...this is exactly like it was described. .thanks Karen"
20557,__label2__,My daughter wears a 14/16. We ordered a small and it fits her with a little room left to grow. It lands about mid-calf and she is about 5'. She loves the roomy pockets and says it is very comfortable.
20558,__label2__,Would be best to view an article on Australian Climate Madness for a good review of this book:    [...]  Says it much better than I can.    Exposing young children to this sort of brain-washing is a form of abuse.
20559,__label2__,"My nephew is 7 and I bought it for him. He enjoyed Daxter but not SA Clank. It was a good purchase though, very reasonable."
20560,__label2__,"Put this in my phone, fully charged it up, and then powered on my phone.  First thing I checked was what Battery Monitor was telling me...it told me it was a 1750mAh battery and that it discharged 7% of the battery in the first 7 minutes.<br /><br />I'll leave it in for a day, but my guess is this one is going back.  Not worth the $13.  It already seems worse than my 3 year old stock battery.<br /><br />If I find out something else, I'll come back and update."
20561,__label2__,there was a couple of thing I liked about this but the bottom line is how many channels can I get and the $40. homeworx cable box I have got more and is easier to use..... No brainier..... If you want to charge big money for your product back it up with a high quality product... we want as many channels as we can get.... ease of use... at a fair price..... I sent this back and bought another Homeworx box for $40.!!!!
20562,__label2__,"Easily the best Turtles platformer that was released in this era. The second and third entries in the series on GB are also very good, but this to me is the one that has it all. Proper villains, enemies that (mostly) make sense, obstacles that can be challenging at first but not frustratingly so.<br /><br />The game has a stage select built in to the main menu, so you don't have to worry about pesky continue situations. Get your turtles, get out there, and kick some shell!"
20563,__label2__,Gift for my grandson and he is thoroughly enjoying it.  He looks forward to adding more games.  What fun & chose the 2DS over the 3 because of the screen.
20564,__label2__,Poorly sized.  Will have to return. The shoes are terribly miss sized. Too tight in the toe box and overall use is not possible.  Sad
20565,__label2__,"While very sleek and attractive, this product is full of bugs. It freezes about 10% of the time with discs and 50% of the time with Netflix. Samsung has never made a Bluray player that works well with Netflix streaming and even admits it. It is now July 2013 and the whole unit just crashed. I turns on and off by itself and won't even play discs anymore. Do not buy this product--- or any Samsung bluray players. On the other hand, I love their tvs and have 2 that work beautifully."
20566,__label2__,"This product is perfect for the TV watching area that I have. It was very simple to set up and Sounds great and looks great. I just got it a couple of days ago, but I have so far been well pleased. The wireless Woffer is great and the sound bar looks great with the Black Sleek look of the Flat panel set. Also the price was right. Very good price for this product."
20567,__label2__,Strong cable with nice braided texture. Sounds great with no noticeable quality degradation. I'm glad I bought it!
20568,__label2__,This is one of the books used in our language class at Norther Michigan University. An invaluable guide to the language. We are attempting to reignite the language (that has been mostly lost to the Anishinaabe in our area) here where it originated. This book is an amazing help. Thank you.
20569,__label2__,"This book accompanied the exhibition at 3 locations: High Museum of Art, Atlanta, Oct. 16, 2007 - Jan. 13. 2008; Denver Art Museum, Feb. 23 - May 25, 2008; and Seattle Art Museum, June 19 - Sept. 21. 2008.  The exhibition was curated by Ann Dumas & Timothy J. Standring.  The essay titles, in shortened form, are 1. &#34;The Impressionists & the Reinvention of Tradition&#34; (62 pp.) by Ann Dumas, 2. &#34;Impressionism & the Golden Age of Dutch Art&#34; by Frances Suzman Jowell, 3. &#34;The Spanish Old Masters & the French Impressionists&#34; by Xavier Bray,  4. &#34;Impressionism & Eighteenth-Century French Art&#34; by Richard Rand, 5. &#34;Impressions of Old Masters: The Landscape Tradition&#34; by Michael Clarke, 6. &#34;In Search of the Past: The Case of Still Life&#34; by Lesley Stevenson, 7. &#34;Genre: Painting without a Subject?&#34; by John House,  and 8. &#34;Impressionist Portraiture & the Art of the Past&#34; by John Collins."
20570,__label2__,The first one was Britney 2000 and this was Britney Spears 2007<br /><br />Still cool but not as great
20571,__label2__,"My daughter has this and the Stratford. This is the more stylish one and she loves it but always goes back to her Stratford's for comfort. She's been trying to break this in a couple of hours each day for the past 2 weeks but still hurts after a few hours. However, quality-wise this safety shoes looks like its gonna her last for many years. I give it  4 stars but  I'd still recommend the Stratford for practicality and everyday wear."
20572,__label2__,"TV in another room without having to pay Comcast for a second cable and access to the same recorded TV in a second room. BIG NEGATIVE, no Netlix."
20573,__label2__,"my sons nintendo didnt fit right, so it broke that same day.  It was very cheap material, I feel I should have just bought it at the store so that it wouldn't be such a hassle getting my money back."
20574,__label2__,"The product is good, and I will recommended, but the selling company did not include a USB that others company include with this receiver. That USB is essential for the programming. If they can send it, it will be of a great help.<br /><br />Att. Fremiot Santiago."
20575,__label2__,Horrible. It's already full of problems. It turns off by itself. The wifi connection is terrible. I can't watch an online movie for longer than 3 minutes without this thing lose connection.<br />I just bought it and I've never been so unhappy with a product before.
20576,__label2__,"I love the book!  It's a touching tale of friendship and loyalty.  It shows how many can band together to change a situation.  I love the title, reminds me of War and Peace!  However, this is a much easier read! lol  I enjoyed every bit of it, wanting to know what would happen next and how it would end.  I love how it picks the most unlikely character to rise to the level of hero.  The author brings out the true personalities of his characters.  I love how he shows adversity doesn't build character, it reveals it!  Wonderful little story about love and loyalty and courage.  It might appear to be a children's book, but most definitely not for the younger set.  I found it most entertaining and would highly recommend it."
20577,__label2__,"So what is your Power Score?<br /><br />On a scale of 1 to 10 how well have you laid out the priorities of your organization and is everyone on board with them and for them.<br /><br />Multiply that number by<br /><br />One a scale of 1 to 10 on what percentage of people in your organization are “A players”?  0% to 100%.  These are people who are in the right job and contribute positively to the organizations culture.<br /><br />Then multiply that number by the condition of your organizations relationship.  Relationships between employees, between management and labor, between the organization and its customers and suppliers.<br /><br />The perfect number you can have is 1000, but that is probably impossible.  A number of 729 means you are running at full power.  500 to 700 means you are doing pretty well.  Below 500 you need to do some work.<br /><br />That is the premise of the Power Score.  The book is written in a question and answer format, the authors asking the questions they believe the reader would ask and then answering them.  It actually makes for an easy read and makes it easy to explain some of their more complex thoughts.  Overall there is nothing earth shattering in this book, it all comes down to basic common business sense, the authors just organize it in very thoughtful way, and they support all of their claims with references a large pool of research they are pulling from.  They offer ideas and strategies to improve your score in all three of the categories.<br /><br />So I don’t think this book offers any earth shattering ideas, it is full of a lot of good ones.  Worth a read if you are in a position to alter your organization for the better."
20578,__label2__,I made this purchase according to the photo that described this pair of sun glasses.  The frames are much darker than depicted in the photo. They did arrive in a very timely manner and were well packaged.
20579,__label2__,"One of the Best Books I've read, it talks directly to your Soul... Thank You Dolores Cannon, God Bless You!!!"
20580,__label2__,"The &#34;finder&#34; sound can hardly be heard...  Love the phone system, but this tracker needs a better sounder.  good ears here, but you have to be within 10 feet."
20581,__label2__,It is a nice case. The pearl and chain have fallen off already. I would like it replaced but really do not want to go through a hassle.
20582,__label2__,finish cracks off easily and the edges are sharp- dont bother- probably loaded with lead also but I didnt test it
20583,__label2__,"They are cute BUT, after one wear you will see black marks on your skin as the rings start rubbing off. Best bet is to coat them in clear polish as soon as you get them."
20584,__label2__,this product was excellent i am going to buy another one i am recommending this to everyone who needs an aux slot and only has a cassette slot
20585,__label2__,"I purchased these for my man cave work great once set up work with no problems, i would highjyrecommend this product."
20586,__label2__,"while browsing the Wii RPG games, I came across this in the links, so I thought I'd reveiw, this is by far my favorite game for the Wii as it was pretty involved and had enough going on in it to not feel ripped off like those games that aim at keeping people occupied over actually entertained. the battle system was awesome as well as the plot and how it actually made you think as to whether some characters were good, evil, or not all good, but not all bad either."
20587,__label2__,Looked around and could not find a headset this cheap in price.  Got it and was delighted that the quality was excellent.  Great BUY!!!
20588,__label2__,"I am currently using 3 of them. One unlocks the Wifi to guests, one is placed near the AC filter vent so that I create a monthly reminder to change it, and the third one is my keychain to switch between work and home mode. I still have to find a use for the remaining tags but I am happy so far."
20589,__label2__,I like shirts fitting a little tight and usually wear large for this reason.  Extra large is usually too loose and baggy.  I ordered large this time and semi to fit as expected.  But I'm thinking I might try the XL for comparison next time because this has a nice slim fit.
20590,__label2__,Really good protector. Just be sure to follow directions on apply and do not pull up after it touches. All the bubbles will come out in a minute or less.
20591,__label2__,It takes some time to get used to it. But it does a good job. The only drawback is the lag in time it takes to respond to commands.
